# bert_prediction,  crf_prediction
#此开卷第一回也．作者自云：因曾历过一番梦幻之后，故将真事隐去，而借"通灵"之说，撰此《石头记》一书也．故曰"甄士隐"云云．但书中所记何事何人？自又云：   |||  作者  ||| 作者自云
1 0
#小燕笑道：   |||  小燕  ||| 
1 0
#晴雯，麝月，袭人三人又说：   |||  晴雯，麝月，袭人三人  ||| 
1 0
#于是袭人晴雯忙又命老婆子打个灯笼，二人又去．果然宝钗说夜深了，黛玉说身上不好，他二人再三央求说：   |||  二人  ||| 
1 0
#探春听了却也欢喜．因想：   |||  探春  ||| 
1 0
#便命翠墨同了小燕也再三的请了李纨和宝琴二人，会齐，先后都到了怡红院中．袭人又死活拉了香菱来．炕上又并了一张桌子，方坐开了．宝玉忙说：   |||  宝玉  ||| 袭人宝玉
1 0
#又拿个靠背垫着些．袭人等都端了椅子在炕沿下一陪．黛玉却离桌远远的靠着．靠背，因笑向宝钗，李纨，探春等道：   |||  黛玉  ||| 袭人
1 0
#李纨笑道：   |||  李纨  ||| 
1 0
#任是无情也动人．又注着：   |||  人  ||| 
1 0
#说着，大家共贺了一杯．宝钗吃过，便笑说：   |||  宝钗  ||| 家共贺了一宝钗
1 0
#于是大家吃酒．芳官便唱：   |||  芳官  ||| 
1 0
#碧桃花．才罢．宝玉却只管拿着那签，口内颠来倒去念"任是无情也动人"，听了这曲子，眼看着芳官不语．湘云忙一手夺了，掷与宝钗．宝钗又掷了一个十六点，数到探春，探春笑道：   |||  探春  ||| 宝玉湘云宝钗
1 0
#伸手掣了一根出来，自己一瞧，便掷在地下，红了脸，笑道：   |||  伸手掣了一根出来，自己  ||| 
1 0
#日边红杏倚云栽．注云：   |||  ．  ||| 
1 0
#竹篱茅舍自甘心．注云：   |||  竹篱茅舍自甘心．  ||| 
1 0
#李纨笑道：   |||  李纨  ||| 
1 0
#众人便知他趣白日间湘云醉卧的事，都笑了．湘云笑指那自行船与黛玉看，又说"快坐上那船家去罢，别多话了．"众人都笑了．因看注云：   |||  众人  ||| 众人湘云
1 0
#开到荼さ花事了．注云：   |||  さ  ||| 
1 0
#麝月问怎么讲，宝玉愁眉忙将签藏了说：   |||  宝玉  ||| 
1 0
#连理枝头花正开．注云：   |||  连理枝头花正开．  ||| 
1 0
#香菱便又掷了个六点，该黛玉掣．黛玉默默的想道：   |||  黛玉  ||| 
1 0
#莫怨东风当自嗟．注云：   |||  ．注  ||| 
1 0
#桃红又是一年春．注云：   |||  桃红  ||| 
1 0
#于是大家斟了酒，黛玉因向探春笑道：   |||  黛玉  ||| 
1 0
#李纨笑道：   |||  李纨  ||| 
1 0
#说的众人都笑了．袭人才要掷，只听有人叫门．老婆子忙出去问时，原来是薛姨妈打发人来了接黛玉的．众人因问几更了，人回：   |||  众人  ||| 袭人老婆子众人
1 0
#宝玉犹不信，要过表来瞧了一瞧，已是子初初刻十分了．黛玉便起身说：   |||  黛玉  ||| 
1 0
#袭人宝玉等还要留着众人．李纨宝钗等都说：   |||  李纨宝钗  ||| 
1 0
#小燕四儿也图不得，早睡了．晴雯还只管叫．宝玉道：   |||  宝玉  ||| 晴雯宝玉
1 0
#向对面床上瞧了一瞧，只见芳官头枕着炕沿上，睡犹未醒，连忙起来叫他．宝玉已翻身醒了，笑道：   |||  宝玉  ||| 
1 0
#因又推芳官起身．那芳官坐起来，犹发怔揉眼睛．袭人笑道：   |||  袭人  ||| 那芳袭人
1 0
#四儿笑道：   |||  四儿  ||| 
1 0
#忽见平儿笑嘻嘻的走来，说亲自来请昨日在席的人：   |||  平儿  ||| 
1 0
#这里宝玉梳洗了正吃茶，忽然一眼看见砚台底下压着一张纸，因说道：   |||  宝玉  ||| 
1 0
#袭人晴雯等忙问：   |||  袭人晴雯  ||| 
1 0
#晴雯忙启砚拿了出来，却是一张字帖儿，递与宝玉看时，原来是一张粉笺子，上面写着"槛外人妙玉恭肃遥叩芳辰。”宝玉看毕，直跳了起来，忙问：   |||  宝玉  ||| 晴雯宝玉
1 0
#袭人晴雯等见了这般，不知当是那个要紧的人来的帖子，忙一齐问：   |||  袭人晴雯  ||| 
1 0
#四儿忙飞跑进来，笑说：   |||  四儿  ||| 
1 0
#宝玉忙命：   |||  宝玉  ||| 
1 0
#当时拿了纸，研了墨，看他下着"槛外人"三字，自己竟不知回帖上回个什么字样才相敌．只管提笔出神，半天仍没主意．因又想：   |||  人  ||| 
1 0
#想罢，袖了帖儿，径来寻黛玉．刚过了沁芳亭，忽见岫烟颤颤巍巍的迎面走来．宝玉忙问：   |||  宝玉  ||| 沁芳宝玉
1 0
#说着，便将拜帖取与岫烟看．岫烟笑道：   |||  岫烟  ||| 
1 0
#岫烟听了宝玉这话，且只顾用眼上下细细打量了半日，方笑道：   |||  岫烟  ||| 
1 0
#所以他自称`槛外之人-．又常赞文是庄子的好，故又或称为`畸人-．他若帖子上是自称`畸人-的，你就还他个`世人-．畸人者，他自称是畸零之人，你谦自己乃世中扰扰之人，他便喜了．如今他自称`槛外之人-，是自谓蹈于铁槛之外了，故你如今只下`槛内人-，便合了他的心了。”宝玉听了，如醍醐灌顶，嗳哟了一声，方笑道：   |||  宝玉  ||| 
1 0
#因又见芳官梳了头，挽起シ来，带了些花翠，忙命他改妆，又命将周围的短发剃了去，露出碧青头皮来，当中分大顶，又说：   |||  芳官  ||| 
1 0
#又说：   |||  说  ||| 
1 0
#耶律雄奴"．`雄奴-二音．又与匈奴相通，都是犬戎名姓．况且这两种人自尧舜时便为中华之患，晋唐诸朝，深受其害．幸得咱们有福，生在当今之世，大舜之正裔，圣虞之功德仁孝，赫赫格天，同天地日月亿兆不朽，所以凡历朝中跳梁猖獗之小丑，到了如今竟不用一干一戈，皆天使其拱手ェ头缘远来降．我们正该作践他们，为君父生色。”芳官笑道：   |||  芳官  ||| 人芳官
1 0
#究竟贾府二宅皆有先人当年所获之囚赐为奴隶，只不过令其饲养马匹，皆不堪大用．湘云素习憨戏异常，他也最喜武扮的，每每自己束銮带，穿折袖．近见宝玉将芳官扮成男子，他便将葵官也扮了个小子．那葵官本是常刮剔短发，好便于面上粉墨油彩，手脚又伶便，打扮了又省一层手．李纨探春见了也爱，便将宝琴的щ官也就命他打扮了一个小童，头上两个丫髻，短袄红鞋，只差了涂脸，便俨是戏上的一个琴童．湘云将葵官改了，换作"大英"．因他姓韦，便叫他作韦大英，方合自己的意思，暗有`惟大英雄能本色-之语，何必涂朱抹粉，才是男子．щ官身量年纪皆极小，又极鬼灵，故曰щ官．园中人也唤他作"阿щ"的，也有唤作"炒豆子"的．宝琴反说琴童书童等名太熟了，竟是щ字别致，便换作"щ童"．因饭后平儿还席，说红香圃太热，便在榆荫堂中摆了几席新酒佳肴．可喜尤氏又带了佩凤偕鸳二妾过来游顽．这二妾亦是青年姣憨女子，不常过来的，今既入了这园，再遇见湘云，香菱，芳蕊一干女子，所谓`方以类聚，物以群分-二语不错，只见他们说笑不了，也不管尤氏在那里，只凭丫鬟们去伏侍，且同众人一一的游顽．一时到了怡红院，忽听宝玉叫"耶律雄奴"，把佩凤，偕鸳，香菱三个人笑在一处，问是什么话，大家也学着叫这名字，又叫错了音韵，或忘了字眼，甚至于叫出"野驴子"来，引的合园中人凡听见无不笑倒．宝玉又见人人取笑，恐作贱了他，忙又说：   |||  宝玉  ||| 湘云宝玉
1 0
#闲言少述，且说当下众人都在榆荫堂中以酒为名，大家顽笑，命女先儿击鼓．平儿采了一枝芍药，大家约二十来人传花为令，热闹了一回．因人回说：   |||  人  ||| 
1 0
#探春和李纨尤氏三人出去议事厅相见，这里众人且出来散一散．佩凤偕鸳两个去打秋千顽耍，宝玉便说：   |||  宝玉  ||| 氏三人
1 0
#慌的佩凤说：   |||  佩凤  ||| 
1 0
#偕鸳又说：   |||  偕鸳  ||| 
1 0
#正顽笑不绝，忽见东府中几个人慌慌张张跑来说：   |||  几个人  ||| 人
1 0
#家下人说：   |||  家下人  ||| 
1 0
#尤氏一闻此言，又见贾珍父子并贾琏等皆不在家，一时竟没个着己的男子来，未免忙了．只得忙卸了妆饰，命人先到玄真观将所有的道士都锁了起来，等大爷来家审问．一面忙忙坐车带了赖升一干家人媳妇出城．又请太医看视到底系何病．大夫们见人已死，何处诊脉来，素知贾敬导气之术总属虚诞，更至参星礼斗，守庚申，服灵砂，妄作虚为，过于劳神费力，反因此伤了性命的．如今虽死，肚中坚硬似铁，面皮嘴唇烧的紫绛皱裂．便向媳妇回说：   |||  大夫们  ||| 尤氏一赖升
1 0
#且说贾珍闻了此信，即忙告假，并贾蓉是有职之人．礼部见当今隆敦孝弟，不敢自专，具本请旨．原来天子极是仁孝过天的，且更隆重功臣之裔，一见此本，便诏问贾敬何职．礼部代奏：   |||  礼部  ||| 
1 0
#天子听了，忙下额外恩旨曰：   |||  天子  ||| 
1 0
#贾е回说：   |||  贾е  ||| 
1 0
#贾珍听了，赞称不绝，又问家中如何料理．贾е等便将如何拿了道士，如何挪至家庙，怕家内无人接了亲家母和两个姨娘在上房住着．贾蓉当下也下了马，听见两个姨娘来了，便和贾珍一笑．贾珍忙说了几声"妥当"，加鞭便走，店也不投，连夜换马飞驰．一日到了都门，先奔入铁槛寺．那天已是四更天气，坐更的闻知，忙喝起众人来．贾珍下了马，和贾蓉放声大哭，从大门外便跪爬进来，至棺前稽颡泣血，直哭到天亮喉咙都哑了方住．尤氏等都一齐见过．贾珍父子忙按礼换了凶服，在棺前俯伏，无奈自要理事，竟不能目不视物，耳不闻声，少不得减些悲戚，好指挥众人．因将恩旨备述与众亲友听了．一面先打发贾蓉家中料理停灵之事．贾蓉得不得一声儿，先骑马飞来至家，忙命前厅收桌椅，下К扇，挂孝幔子，门前起鼓手棚牌楼等事．又忙着进来看外祖母两个姨娘．原来尤老安人年高喜睡，常歪着，他二姨娘三姨娘都和丫头们作活计，他来了都道烦恼．贾蓉且嘻嘻的望他二姨娘笑说：   |||  贾蓉  ||| 贾珍贾蓉贾珍贾蓉尤氏等儿，先骑马娘三姨娘都和丫头们作活计，他
1 0
#尤二姐便红了脸，骂道：   |||  尤二姐  ||| 
1 0
#说着顺手拿起一个熨斗来，搂头就打，吓的贾蓉抱着头滚到怀里告饶．尤三姐便上来撕嘴，又说：   |||  尤三姐  ||| 
1 0
#贾蓉忙笑着跪在炕上求饶，他两个又笑了．贾蓉又和二姨抢砂仁吃，尤二姐嚼了一嘴渣子，吐了他一脸．贾蓉用舌头都舔着吃了．众丫头看不过，都笑说：   |||  众丫头  ||| 贾蓉贾蓉贾蓉
1 0
#贾蓉撇下他姨娘，便抱着丫头们亲嘴：   |||  贾蓉  ||| 
1 0
#贾蓉只管信口开合胡言乱道之间，只见他老娘醒了，请安问好，又说：   |||  老娘  ||| 贾蓉
1 0
#又问：   |||  又  ||| 
1 0
#说着，又和他二姨挤眼，那尤二姐便悄悄咬牙含笑骂：   |||  尤二姐  ||| 
1 0
#贾蓉又戏他老娘道：   |||  贾蓉  ||| 贾蓉老娘
1 0
#尤老只当真话，忙问是谁家的，二姊妹丢了活计，一头笑，一头赶着打．说：   |||  二姊妹  ||| 活计，一头
1 0
#连丫头们都说：   |||  丫头们  ||| 
1 0
#又值人来回话：   |||  人  ||| 
1 0
#一日，供毕早饭，因此时天气尚长，贾珍等连日劳倦，不免在灵旁假寐．宝玉见无客至，遂欲回家看视黛玉，因先回至怡红院中．进入门来，只见院中寂静无人，有几个老婆子与小丫头们在回廊下取便乘凉，也有睡卧的，也有坐着打盹的．宝玉也不去惊动．只有四儿看见，连忙上前来打帘子．将掀起时，只见芳官自内带笑跑出，几乎与宝玉撞个满怀．一见宝玉，方含笑站住，说道：   |||  芳官  ||| 黛玉几个老婆子与小丫头们
1 0
#一语未了，只听得屋内嘻ウ哗喇的乱响，不知是何物撒了一地．随后晴雯赶来骂道：   |||  晴雯  ||| 
1 0
#又笑道：   |||  又  ||| 
1 0
#遂夺手仍要捉拿芳官．芳官早已藏在宝玉身后．宝玉遂一手拉了晴雯，一手携了芳官．进入屋内．看时，只见西边炕上麝月，秋纹，碧痕，紫绡等正在那里抓子儿赢瓜子儿呢．却是芳官输与晴雯，芳官不肯叫打，跑了出去．晴雯因赶芳官，将怀内的子儿撒了一地．宝玉欢喜道：   |||  宝玉  ||| 芳官宝玉晴雯宝玉欢
1 0
#因不见袭人，又问道：   |||  袭人  ||| 
1 0
#晴雯道"袭人么．越发道学了，独自个在屋里面壁呢．这好一会我没进去，不知他作什么呢，一些声气也听不见．你快瞧瞧去罢，或者此时参悟了，也未可定。”宝玉听说，一面笑，一面走至里间．只见袭人坐在近窗床上，手中拿着一根灰色绦子，正在那里打结子呢．见宝玉进来，连忙站起来，笑道：   |||  宝玉  ||| 晴雯
1 0
#说着，芳官早托了一杯凉水内新湃的茶来．因宝玉素昔秉赋柔脆，虽暑月不敢用冰，只以新汲井水将茶连壶浸在盆内，不时更换，取其凉意而已．宝玉就芳官手内吃了半盏，遂向袭人道：   |||  宝玉  ||| 芳官一杯凉水内
1 0
#说毕，遂出了房门，又回头向碧痕等道：   |||  说  ||| 
1 0
#宝玉点头应允．雪雁便命两个婆子：   |||  雪雁  ||| 宝玉
1 0
#那婆子答应着去了．雪雁方说道：   |||  雪雁  ||| 婆子雪雁
1 0
#说毕，便连忙的去了．宝玉这里不由的低头心内细想道：   |||  宝玉  ||| 
1 0
#进了潇湘馆院门看时，只见炉袅残烟，奠余玉イ．紫鹃正看着人往里搬桌子，收陈设呢．宝玉便知已经祭完了，走入屋内，只见黛玉面向里歪着，病体恹恹，大有不胜之态．紫鹃连忙说道：   |||  紫鹃  ||| 宝玉
1 0
#黛玉方慢慢的起来，含笑让坐．宝玉道：   |||  宝玉  ||| 黛玉宝玉
1 0
#却说紫鹃端了茶来，打谅二人又为何事角口，因说道：   |||  紫鹃  ||| 
1 0
#宝玉一面拭泪笑道：   |||  宝玉  ||| 宝玉一面拭泪
1 0
#一面搭讪着起来闲步．只见砚台底下微露一纸角，不禁伸手拿起．黛玉忙要起身来夺，已被宝玉揣在怀内，笑央道：   |||  黛玉  ||| 
1 0
#宝玉因未见上面是何言词，又不知黛玉心中如何，未敢造次回答，却望着黛玉笑．黛玉一面让宝钗坐，一面笑说道：   |||  黛玉  ||| 宝玉黛玉
1 0
#因又笑向黛玉道：   |||  因  ||| 
1 0
#尸居余气杨公幕，岂得羁縻女丈夫．宝玉看了，赞不绝口，又说道：   |||  宝玉  ||| 
1 0
#宝玉听了，连忙起身，迎至大门以内等待．恰好贾琏自外下马进来．于是宝玉先迎着贾琏跪下，口中给贾母王夫人等请了安．又给贾琏请了安．二人携手走了进来．只见李纨，凤姐，宝钗，黛玉，迎，探，惜等早在中堂等候，一一相见已毕．因听贾琏说道：   |||  宝玉  ||| 宝玉贾琏
1 0
#一日，有小管家俞禄来回贾珍道：   |||  俞禄  ||| 贾珍
1 0
#俞禄道：   |||  俞禄  ||| 
1 0
#俞禄笑回道：   |||  俞禄  ||| 
1 0
#贾蓉答应了，连忙过这边来回了尤氏，复转来回他父亲道：   |||  贾蓉  ||| 
1 0
#贾蓉与俞禄答应了，方欲退出，只见贾琏走了进来．俞禄忙上前请了安．贾琏便问何事，贾珍一一告诉了．贾琏心中想道：   |||  贾琏  ||| 贾琏贾琏贾琏
1 0
#一面遂说道：   |||  一面  ||| 
1 0
#贾蓉一一答应了，跟随贾琏出来，带了几个小厮，骑上马一同进城．在路叔侄闲话，贾琏有心，便提到尤二姐，因夸说如何标致，如何做人好，举止大方，言语温柔，无一处不令人可敬可爱，"人人都说你婶子好，据我看那里及你二姨一零儿呢。”贾蓉揣知其意，便笑道：   |||  贾蓉  ||| 贾蓉小厮，骑上马人人
1 0
#贾琏听到这里，心花都开了，那里还有什么话说，只是一味呆笑而已．贾蓉又想了一想，笑道：   |||  贾蓉  ||| 贾琏
1 0
#说着，已至宁府门首．贾蓉说道：   |||  贾蓉  ||| 
1 0
#又附耳向贾琏道：   |||  附耳  ||| 
1 0
#于是贾蓉自去给贾母请安．贾琏进入宁府，早有家人头儿率领家人等请安，一路围随至厅上．贾琏一一的问了些话，不过塞责而已，便命家人散去，独自往里面走来．原来贾琏贾珍素日亲密，又是兄弟，本无可避忌之人，自来是不等通报的．于是走至上房，早有廊下伺侯的老婆子打起帘子，让贾琏进去．贾琏进入房中一看，只见南边炕上只有尤二姐带着两个丫鬟一处做活，却不见尤老娘与三姐．贾琏忙上前问好相见．尤二姐含笑让坐，便靠东边排插儿坐下．贾琏仍将上首让与二姐儿，说了几句见面情儿，便笑问道：   |||  尤二姐  ||| 贾琏贾琏贾琏贾琏贾琏
1 0
#尤二姐笑道：   |||  尤二姐  ||| 
1 0
#此时伺候的丫鬟因倒茶去，无人在跟前，贾琏不住的拿眼パ着二姐．二姐低了头，只含笑不理．贾琏又不敢造次动手动脚，因见二姐手中拿着一条拴着荷包的绢子摆弄，便搭讪着往腰里摸了摸，说道：   |||  贾琏不住的拿眼パ着二姐  ||| 丫鬟
1 0
#二姐道：   |||  二姐  ||| 
1 0
#贾琏便笑着欲近身来拿．二姐怕人看见不雅，便连忙一笑，撂了过来．贾琏接在手中，都倒了出来，拣了半块吃剩下的撂在口中吃了，又将剩下的都揣了起来．刚要把荷包亲身送过去，只见两个丫鬟倒了茶来．贾琏一面接了茶吃茶，一面暗将自己带的一个汉玉九龙ぐ解了下来，拴在手绢上，趁丫鬟回头时，仍撂了过去．二姐亦不去拿，只装看不见，坐着吃茶．只听后面一阵帘子响，却是尤老娘三姐带着两个小丫鬟自后面走来．贾琏送目与二姐，令其拾取，这尤二姐亦只是不理．贾琏不知二姐何意，甚是着急，只得迎上来与尤老娘三姐相见．一面又回头看二姐时，只见二姐笑着，没事人似的，再又看一看绢子，已不知那里去了，贾琏方放了心．于是大家归坐后，叙了些闲话．贾琏说道：   |||  贾琏  ||| 贾琏贾琏贾琏贾琏
1 0
#尤老娘听了，连忙使二姐拿钥匙去取银子．这里贾琏又说道：   |||  贾琏  ||| 尤老娘贾琏
1 0
#正说着，二姐已取了银子来，交与尤老娘．尤老娘便递与贾琏．贾琏叫一个小丫头叫了一个老婆子来，吩咐他道：   |||  贾琏  ||| 贾琏老婆子
1 0
#只听得院内是贾蓉的声音说话．须臾进来，给他老娘姨娘请了安，又向贾琏笑道：   |||  贾蓉  ||| 
1 0
#贾琏听了，忙要起身，又听贾蓉和他老娘说道：   |||  贾蓉  ||| 贾琏老娘
1 0
#一面说着，又悄悄的用手指着贾琏和他二姨努嘴．二姐倒不好意思说什么，只见三姐似笑非笑，似恼非恼的骂道：   |||  二姐  ||| 
1 0
#说毕，又趁便将路上贾琏要娶尤二姐做二房之意说了．又说如何在外面置房子住，不使凤姐知道，"此时总不过为的是子嗣艰难起见．为的是二姨是见过的，亲上做亲，比别处不知道的人家说了来的好．所以二叔再三央我对父亲说。”只不说是他自己的主意．贾珍想了想，笑道：   |||  贾琏  ||| 凤姐贾珍
1 0
#眼见已是两个月光景．这日贾珍在铁槛寺作完佛事，晚间回家时，因与他姨妹久别，竟要去探望探望．先命小厮去打听贾琏在与不在，小厮回来说不在．贾珍欢喜，将左右一概先遣回去，只留两个心腹小童牵马．一时，到了新房，已是掌灯时分，悄悄入去．两个小厮将马拴在圈内，自往下房去听候．贾珍进来，屋内才点灯，先看过了尤氏母女，然后二姐出见，贾珍仍唤二姨．大家吃茶，说了一回闲话．贾珍因笑说：   |||  贾珍  ||| 贾珍欢贾珍贾珍
1 0
#鲍二答应道：   |||  鲍二  ||| 
1 0
#当下四人一处吃酒．尤二姐知局，便邀他母亲说：   |||  尤二姐  ||| 
1 0
#跟的两个小厮都在厨下和鲍二饮酒，鲍二女人上灶．忽见两个丫头也走了来嘲笑，要吃酒．鲍二因说：   |||  鲍二  ||| 
1 0
#四人正吃的高兴，忽听扣门之声，鲍二家的忙出来开门，看见是贾琏下马，问有事无事．鲍二女人便悄悄告他说：   |||  鲍二女人  ||| 女人
1 0
#尤二姐忙上来陪笑接衣奉茶，问长问短．贾琏喜的心痒难受．一时鲍二家的端上酒来，二人对饮．他丈母不吃，自回房中睡去了．两个小丫头分了一个过来伏侍．贾琏的心腹小童隆儿拴马去，见已有了一匹马，细瞧一瞧，知是贾珍的，心下会意，也来厨下．只见喜儿寿儿两个正在那里坐着吃酒，见他来了，也都会意，故笑道：   |||  喜儿寿儿两个  ||| 贾琏
1 0
#隆儿便笑道：   |||  隆儿  ||| 
1 0
#喜儿便说：   |||  喜儿  ||| 
1 0
#隆儿才坐下，端起杯来，忽听马棚内闹将起来．原来二马同槽，不能相容，互相蹶踢起来．隆儿等慌的忙放下酒杯，出来喝马，好容易喝住，另拴好了，方进来．鲍二家的笑说：   |||  鲍二家的  ||| 儿儿等
1 0
#说着，带门出去．这里喜儿喝了几杯，已是楞子眼了．隆儿寿儿关了门，回头见喜儿直挺挺的仰卧炕上，二人便推他说：   |||  二人  ||| 
1 0
#那喜儿便说道：   |||  喜儿  ||| 
1 0
#尤二姐道：   |||  尤二姐  ||| 
1 0
#尤二姐滴泪说道：   |||  尤二姐  ||| 
1 0
#说着，便要跪下．慌的贾珍连忙搀起，只说：   |||  贾珍  ||| 
1 0
#又拉尤三姐说：   |||  尤三姐  ||| 
1 0
#说着，一扬脖．尤三姐站在炕上，指贾琏笑道：   |||  尤三姐  ||| 贾琏
1 0
#说着，自己绰起壶来斟了一杯，自己先喝了半杯，搂过贾琏的脖子来就灌，说：   |||  贾琏  ||| 
1 0
#唬的贾琏酒都醒了．贾珍也不承望尤三姐这等无耻老辣．弟兄两个本是风月场中耍惯的，不想今日反被这闺女一席话说住．尤三姐一叠声又叫：   |||  尤三姐  ||| 
1 0
#这尤三姐松松挽着头发，大红袄子半掩半开，露着葱绿抹胸，一痕雪脯．底下绿裤红鞋，一对金莲或翘或并，没半刻斯文．两个坠子却似打秋千一般，灯光之下，越显得柳眉笼翠雾，檀口点丹砂．本是一双秋水眼，再吃了酒，又添了饧涩淫浪，不独将他二姊压倒，据珍琏评去，所见过的上下贵贱若干女子，皆未有此绰约风流者．二人已酥麻如醉，不禁去招他一招，他那淫态风情，反将二人禁住．那尤三姐放出手眼来略试了一试，他弟兄两个竟全然无一点别识别见，连口中一句响亮话都没了，不过是酒色二字而已．自己高谈阔论，任意挥霍撒落一阵，拿他弟兄二人嘲笑取乐，竟真是他嫖了男人，并非男人淫了他．一时他的酒足兴尽，也不容他弟兄多坐，撵了出去，自己关门睡去了．自此后，或略有丫鬟婆娘不到之处，便将贾琏，贾珍，贾蓉三个泼声厉言痛骂，说他爷儿三个诓骗了他寡妇孤女．贾珍回去之后，以后亦不敢轻易再来，有时尤三姐自己高了兴悄命小厮来请，方敢去一会，到了这里，也只好随他的便．谁知这尤三姐天生脾气不堪，仗着自己风流标致，偏要打扮的出色，另式作出许多万人不及的淫情浪态来，哄的男子们垂涎落魄，欲近不能，欲远不舍，迷离颠倒，他以为乐．他母姊二人也十分相劝，他反说：   |||  尤三姐  ||| 鬟婆娘贾蓉三
1 0
#故不提已往之淫，只取现今之善，便如胶授漆，似水如鱼，一心一计，誓同生死，那里还有凤平二人在意了？二姐在枕边衾内，也常劝贾琏说：   |||  二姐  ||| 同生
1 0
#二姐道：   |||  二姐  ||| 
1 0
#至次日，二姐另备了酒，贾琏也不出门，至午间特请他小妹过来，与他母亲上坐．尤三姐便知其意，酒过三巡，不用姐姐开口，先便滴泪泣道：   |||  尤三姐  ||| 
1 0
#尤三姐泣道：   |||  尤三姐  ||| 
1 0
#便拍手笑道：   |||  便  ||| 
1 0
#二姐与尤老听了，亦以为然．尤三姐便啐了一口，道：   |||  二姐  ||| 
1 0
#尤三姐笑道：   |||  尤三姐  ||| 
1 0
#正说着，忽见贾琏的心腹小厮兴儿走来请贾琏说：   |||  兴儿  ||| 小厮兴儿
1 0
#贾琏忙命拉马，隆儿跟随去了，留下兴儿答应人来事务．尤二姐拿了两碟菜，命拿大杯斟了酒，就命兴儿在炕沿下蹲着吃，一长一短向他说话儿．问他家里奶奶多大年纪，怎个利害的样子，老太太多大年纪，太太多大年纪，姑娘几个，各样家常等语．兴儿笑嘻嘻的在炕沿下一头吃，一头将荣府之事备细告诉他母女．又说：   |||  兴儿  ||| 贾琏兴儿兴儿
1 0
#尤二姐笑道：   |||  尤二姐  ||| 
1 0
#尤二姐笑道：   |||  尤二姐  ||| 
1 0
#尤二姐笑道：   |||  尤二姐  ||| 
1 0
#尤二姐笑道：   |||  尤二姐  ||| 
1 0
#尤氏姊妹忙笑问何意．兴儿笑道：   |||  兴儿  ||| 尤氏姊妹兴儿
1 0
#尤二姐笑道：   |||  尤二姐  ||| 
1 0
#话说鲍二家的打他一下子，笑道：   |||  鲍二家的  ||| 
1 0
#尤二姐才要又问，忽见尤三姐笑问道：   |||  尤二姐  ||| 
1 0
#尤三姐笑道：   |||  尤三姐  ||| 
1 0
#尤二姐道：   |||  尤二姐  ||| 
1 0
#尤三姐道：   |||  尤三姐  ||| 
1 0
#尤二姐听说，笑道：   |||  尤二姐  ||| 
1 0
#大家正说话，只见隆儿又来了，说：   |||  隆儿  ||| 
1 0
#这里尤二姐命掩了门早睡，盘问他妹子一夜．至次日午后，贾琏方来了．尤二姐因劝他说：既有正事，何必忙忙又来，千万别为我误事．差．出了月就起身，得半月工夫才来。”尤二姐道：   |||  尤二姐  ||| 贾琏
1 0
#贾琏问是谁，尤二姐笑道：   |||  尤二姐  ||| 贾琏
1 0
#二姐笑道：   |||  二姐  ||| 
1 0
#尤二姐道：   |||  尤二姐  ||| 
1 0
#二人正说之间，只见尤三姐走来说道：   |||  尤三姐  ||| 
1 0
#说着，将一根玉簪，击作两段，"一句不真，就如这簪子！"说着，回房去了，真个竟非礼不动，非礼不言起来．贾琏无了法，只得和二姐商议了一回家务，复回家与凤姐商议起身之事．一面着人问茗烟，茗烟说：   |||  茗烟  ||| 贾琏
1 0
#因又听道寻亲，又忙说道：   |||  因  ||| 
1 0
#湘莲忙笑说：   |||  湘莲  ||| 
1 0
#湘莲道：   |||  湘莲  ||| 
1 0
#湘莲听了大喜，说：   |||  湘莲  ||| 
1 0
#湘莲道：   |||  湘莲  ||| 
1 0
#湘莲道：   |||  湘莲  ||| 
1 0
#湘莲道：   |||  湘莲  ||| 
1 0
#湘莲道：   |||  湘莲  ||| 
1 0
#湘莲听了，跌足道：   |||  湘莲  ||| 
1 0
#宝玉听说，红了脸．湘莲自惭失言，连忙作揖说：   |||  湘莲  ||| 宝玉
1 0
#湘莲笑道：   |||  湘莲  ||| 
1 0
#湘莲作揖告辞出来，若去找薛蟠，一则他现卧病，二则他又浮躁，不如去索回定礼．主意已定，便一径来找贾琏．贾琏正在新房中，闻得湘莲来了，喜之不禁，忙迎了出来，让到内室与尤老相见．湘莲只作揖称老伯母，自称晚生，贾琏听了诧异．吃茶之间，湘莲便说：   |||  湘莲  ||| 贾琏
1 0
#湘莲笑道：   |||  湘莲  ||| 
1 0
#贾琏还要饶舌，湘莲便起身说：   |||  湘莲  ||| 
1 0
#那尤三姐在房明明听见．好容易等了他来，今忽见反悔，便知他在贾府中得了消息，自然是嫌自己淫奔无耻之流，不屑为妻．今若容他出去和贾琏说退亲，料那贾琏必无法可处，自己岂不无趣．一听贾琏要同他出去，连忙摘下剑来，将一股雌锋隐在肘内，出来便说：   |||  尤三姐  ||| 
1 0
#一面泪如雨下，左手将剑并鞘送与湘莲，右手回肘只往项上一横．可怜"揉碎桃花红满地，玉山倾倒再难扶"，芳灵蕙性，渺渺冥冥，不知那边去了．当下唬得众人急救不迭．尤老一面嚎哭，一面又骂湘莲．贾琏忙揪住湘莲，命人捆了送官．尤二姐忙止泪反劝贾琏：   |||  尤二姐  ||| 贾琏
1 0
#贾琏此时也没了主意，便放了手命湘莲快去．湘莲反不动身，泣道：   |||  湘莲  ||| 
1 0
